production_id,plant_id,production_date,product_code,target_strength_mpa,volume_m3,cement_kg_m3,water_l_m3,fine_aggregate_kg_m3,coarse_aggregate_kg_m3,moisture_pct,process_efficiency,material_cost_cad
PRD0000236,PLT001,2025-03-19,C40,40,130.52,372.33,162.58,772.1,1012.18,1.97,0.9369,30227.38
PRD0000237,PLT001,2025-03-19,C35,35,124.82,334.48,168.23,781.51,1066.76,3.45,0.9021,27110.42
PRD0000238,PLT001,2025-03-20,C25,25,119.12,268.87,176.4,774.47,1022.64,4.76,0.9009,22583.22
PRD0000239,PLT001,2025-03-20,C30,30,97.08,287.77,175.13,760.27,1046.37,2.7,0.8641,19874.5
PRD0000240,PLT001,2025-03-20,C40,40,101.54,369.03,161.9,776.53,1000.75,4.78,0.8995,23732.63
PRD0000241,PLT001,2025-03-20,C35,35,94.78,333.93,163.66,755.78,1051.31,4.97,0.8611,20790.51
PRD0000242,PLT001,2025-03-20,C30,30,132.53,297.78,175.94,767.25,1024.72,4.25,0.9337,26675.6
PRD0000243,PLT001,2025-03-21,C40,40,97.64,369.38,167.24,744.6,984.17,3.22,0.846,23119.03
PRD0000244,PLT001,2025-03-21,C25,25,141.36,260.61,171.97,719.35,1041.75,6.21,0.894,26844.02
PRD0000245,PLT001,2025-03-22,C35,35,114.39,323.18,159.38,720.97,1036.29,5.73,0.8826,24962.94
PRD0000246,PLT001,2025-03-22,C25,25,97.2,256.67,184.29,721.22,1033.59,3.96,0.8723,18556.8
PRD0000247,PLT001,2025-03-23,C35,35,123.62,332.61,164.88,730.98,1020.97,4.68,0.8936,26904.92
PRD0000248,PLT001,2025-03-23,C25,25,121.22,256.3,184.1,773.8,932.49,5.93,0.8033,23527.53
PRD0000249,PLT001,2025-03-24,C25,25,77.74,259.67,175.23,732.66,1050.81,2.19,0.9495,14564.15
PRD0000250,PLT001,2025-03-24,C40,40,87.62,359.82,165.17,781.66,1041.97,2.44,0.8959,20497.65
PRD0000251,PLT001,2025-03-24,C40,40,80.3,360.19,154.9,800.11,1019.0,3.11,0.8863,18828.33
PRD0000252,PLT001,2025-03-24,C25,25,82.99,254.55,176.52,705.49,1008.61,2.34,0.8837,15798.85
PRD0000253,PLT001,2025-03-25,C30,30,111.24,293.85,178.63,766.13,966.71,3.72,0.9175,22479.81
PRD0000254,PLT001,2025-03-25,C30,30,83.54,298.37,174.06,752.84,1002.42,4.7,0.8876,17005.93
PRD0000255,PLT001,2025-03-25,C25,25,120.67,258.58,178.77,765.96,1017.34,3.98,0.9379,22671.03
PRD0000256,PLT001,2025-03-26,C30,30,147.32,309.45,176.95,726.49,1043.1,2.23,0.9176,29771.21
PRD0000257,PLT001,2025-03-26,C25,25,113.75,258.26,180.79,745.99,1020.93,4.2,0.8825,21662.67
PRD0000258,PLT001,2025-03-26,C40,40,92.26,370.79,160.35,725.99,1031.72,5.15,0.9181,21466.35
PRD0000259,PLT001,2025-03-26,C30,30,118.62,297.29,172.34,767.6,1017.25,3.86,0.98,23605.04
PRD0000260,PLT001,2025-03-27,C35,35,115.54,337.13,170.5,724.88,1053.68,4.39,0.8711,25283.88
PRD0000261,PLT001,2025-03-27,C25,25,149.1,259.83,177.36,776.47,1019.69,6.41,0.9156,28165.31
PRD0000262,PLT001,2025-03-27,C30,30,122.8,299.58,169.67,771.92,1020.44,3.55,0.9145,24833.97
PRD0000263,PLT001,2025-03-27,C25,25,122.43,257.04,182.64,694.95,1026.16,3.93,0.9558,22900.52
PRD0000264,PLT001,2025-03-27,C30,30,101.27,294.04,176.18,762.84,1042.11,3.94,0.9449,20327.35
PRD0000265,PLT001,2025-03-28,C30,30,124.52,303.96,176.99,807.91,997.1,2.85,0.8752,25424.37
PRD0000266,PLT001,2025-03-28,C25,25,85.29,262.2,182.33,779.17,983.26,5.89,0.98,15858.46
PRD0000267,PLT001,2025-03-28,C40,40,99.16,375.33,161.09,714.74,1001.92,3.19,0.8594,23402.74
PRD0000268,PLT001,2025-03-28,C25,25,103.2,258.82,178.63,755.68,1048.94,4.46,0.9286,19433.2
PRD0000269,PLT001,2025-03-31,C30,30,111.24,294.51,176.63,727.85,1018.97,4.56,0.8345,22937.21
PRD0000270,PLT001,2025-03-31,C30,30,118.52,299.43,173.13,731.16,1024.75,5.73,0.9372,23834.46
PRD0000271,PLT001,2025-03-31,C40,40,120.29,365.57,163.14,764.88,1038.88,4.66,0.9387,27847.19
PRD0000272,PLT001,2025-03-31,C30,30,129.16,289.71,172.14,739.89,965.76,6.35,0.919,26091.27
PRD0000273,PLT001,2025-04-01,C25,25,103.85,261.27,181.56,747.2,1062.03,3.24,0.8821,19778.15
PRD0000274,PLT001,2025-04-01,C40,40,130.05,365.65,160.86,764.96,1034.68,4.19,0.9122,30301.65
PRD0000275,PLT001,2025-04-02,C40,40,122.21,366.16,168.83,761.11,995.73,4.58,0.909,28498.4
PRD0000276,PLT001,2025-04-02,C30,30,98.48,297.73,176.3,770.56,1052.05,4.62,0.98,19595.94
PRD0000277,PLT001,2025-04-03,C40,40,102.27,364.43,158.67,766.22,1045.39,4.88,0.9541,23584.49
PRD0000278,PLT001,2025-04-03,C40,40,118.67,362.81,160.51,742.01,999.17,3.37,0.9428,27444.55
PRD0000279,PLT001,2025-04-03,C25,25,108.6,263.61,181.33,778.29,994.6,3.21,0.9179,20504.15
PRD0000280,PLT001,2025-04-03,C25,25,124.9,263.8,182.42,741.4,1004.35,3.37,0.9555,23364.2
PRD0000281,PLT001,2025-04-04,C40,40,171.88,358.53,158.8,717.27,997.85,3.76,0.8802,40361.73
PRD0000282,PLT001,2025-04-04,C25,25,83.23,263.62,178.51,768.38,1021.55,5.08,0.9278,15676.48
PRD0000283,PLT001,2025-04-04,C25,25,115.16,259.27,178.13,713.44,989.93,2.41,0.9106,21780.25
PRD0000284,PLT001,2025-04-04,C30,30,154.24,300.22,175.69,773.72,1041.78,3.38,0.875,31493.73
PRD0000285,PLT001,2025-04-06,C35,35,105.27,333.63,172.32,739.67,1003.81,4.29,0.9132,22800.94
PRD0000286,PLT001,2025-04-06,C30,30,99.96,305.88,180.17,770.94,1038.33,3.98,0.9377,20101.44
PRD0000287,PLT001,2025-04-06,C35,35,149.12,326.1,162.06,738.34,1020.42,4.51,0.9066,32352.54
PRD0000288,PLT001,2025-04-07,C35,35,93.1,330.91,170.32,762.15,996.18,3.18,0.9182,20140.0
PRD0000289,PLT001,2025-04-07,C25,25,116.1,254.46,175.82,772.13,987.67,2.96,0.9654,21664.36
PRD0000290,PLT001,2025-04-07,C40,40,109.14,360.16,154.43,757.75,992.92,4.13,0.953,25176.09
PRD0000291,PLT001,2025-04-07,C25,25,120.83,266.99,175.85,744.49,972.53,3.61,0.9081,22867.31
PRD0000292,PLT001,2025-04-08,C30,30,124.85,301.48,179.34,700.47,1051.01,3.08,0.9216,25205.34
PRD0000293,PLT001,2025-04-08,C40,40,122.12,367.87,163.16,700.57,996.46,4.67,0.9032,28517.42
PRD0000294,PLT001,2025-04-08,C30,30,105.29,303.79,178.63,713.84,1006.34,5.0,0.8718,21514.57
PRD0000295,PLT001,2025-04-09,C30,30,55.0,307.41,175.05,728.05,1076.59,3.84,0.8406,11324.09
PRD0000296,PLT001,2025-04-09,C30,30,134.31,313.66,178.88,766.92,1033.76,4.94,0.9344,27029.17
PRD0000297,PLT001,2025-04-10,C25,25,119.83,265.57,190.29,788.54,1056.08,3.99,0.9508,22440.73
PRD0000298,PLT001,2025-04-10,C35,35,98.84,327.39,169.48,752.35,1005.29,3.43,0.8133,21931.45
PRD0000299,PLT001,2025-04-10,C40,40,99.15,369.96,161.12,808.38,1020.4,6.05,0.9191,23062.92
PRD0000300,PLT001,2025-04-10,C30,30,111.23,313.41,173.92,772.4,1030.99,4.15,0.9242,22441.16
PRD0000301,PLT001,2025-04-11,C30,30,137.67,286.68,180.88,788.51,1020.35,1.64,0.9281,27748.97
PRD0000302,PLT001,2025-04-11,C30,30,113.73,299.8,173.03,784.99,992.94,2.64,0.9191,22973.51
PRD0000303,PLT001,2025-04-11,C30,30,170.88,298.86,166.78,780.86,1051.48,5.51,0.9618,34158.23
PRD0000304,PLT001,2025-04-13,C25,25,106.12,263.73,179.85,742.71,1065.06,5.4,0.9328,19961.99
PRD0000305,PLT001,2025-04-13,C40,40,114.35,372.26,166.29,730.37,954.41,4.68,0.9213,26583.63
PRD0000306,PLT001,2025-04-13,C35,35,88.04,336.72,166.45,751.19,1034.41,7.54,0.9618,18843.45
PRD0000307,PLT001,2025-04-13,C35,35,90.57,339.56,166.58,779.72,986.98,4.21,0.906,19652.06
PRD0000308,PLT001,2025-04-13,C40,40,121.1,369.74,153.87,742.52,1021.28,4.4,0.9004,28297.65
PRD0000309,PLT001,2025-04-14,C30,30,125.05,299.73,167.16,744.65,971.74,5.3,0.9493,25073.45
PRD0000310,PLT001,2025-04-14,C30,30,125.53,297.35,174.27,718.5,1029.26,3.44,0.8694,25666.69
PRD0000311,PLT001,2025-04-14,C40,40,122.95,359.8,153.41,748.85,1049.41,4.84,0.8856,28834.78
PRD0000312,PLT001,2025-04-14,C35,35,116.4,339.45,161.19,751.14,948.83,3.86,0.8785,25425.74
PRD0000313,PLT001,2025-04-15,C35,35,134.42,316.04,160.56,793.92,997.65,3.74,0.9316,28984.42
PRD0000314,PLT001,2025-04-15,C30,30,144.1,296.54,174.93,749.11,1023.03,5.86,0.98,28673.98
PRD0000315,PLT001,2025-04-16,C40,40,76.51,359.25,156.07,785.69,989.45,4.62,0.9015,17874.19
PRD0000316,PLT001,2025-04-16,C25,25,116.08,254.17,182.96,784.89,1016.11,4.58,0.93,21850.87
PRD0000317,PLT001,2025-04-16,C35,35,167.28,326.79,166.39,750.6,1006.26,5.42,0.9387,36007.07
PRD0000318,PLT001,2025-04-16,C40,40,121.9,361.37,152.63,739.31,1007.68,4.61,0.9449,28177.47
PRD0000319,PLT001,2025-04-17,C25,25,82.29,255.36,178.24,727.17,1015.36,3.07,0.8854,15660.35
PRD0000320,PLT001,2025-04-17,C30,30,124.56,303.51,171.37,760.4,1006.17,3.98,0.9215,25147.64
PRD0000321,PLT001,2025-04-17,C35,35,110.8,340.9,164.48,709.21,1026.35,5.41,0.9002,24076.24
PRD0000322,PLT001,2025-04-18,C40,40,109.21,373.27,159.99,757.49,1016.57,4.63,0.9397,25275.81
PRD0000323,PLT001,2025-04-18,C25,25,94.56,259.27,171.23,779.15,997.14,5.81,0.98,17581.28
PRD0000324,PLT001,2025-04-19,C35,35,122.17,335.52,174.09,766.22,1050.26,5.08,0.9526,26206.33
PRD0000325,PLT001,2025-04-19,C35,35,117.89,331.3,171.22,782.63,1010.79,3.78,0.9697,25182.52
PRD0000326,PLT001,2025-04-19,C30,30,97.1,298.71,182.13,760.27,1063.08,5.17,0.8501,19945.61
PRD0000327,PLT001,2025-04-19,C25,25,105.3,257.77,184.33,714.99,1076.79,5.32,0.9075,19930.08
PRD0000328,PLT001,2025-04-19,C25,25,135.26,266.27,176.54,773.55,1027.34,4.67,0.9039,25624.74
PRD0000329,PLT001,2025-04-21,C30,30,123.89,299.73,173.05,772.01,1032.23,4.12,0.9376,24912.57
PRD0000330,PLT001,2025-04-21,C30,30,103.14,299.35,173.27,810.52,967.95,5.1,0.8512,21180.92
PRD0000331,PLT001,2025-04-22,C30,30,118.56,308.94,176.44,750.5,957.02,5.51,0.9602,23708.07
PRD0000332,PLT001,2025-04-22,C30,30,139.22,302.64,167.76,802.06,1054.01,3.37,0.917,28137.11
PRD0000333,PLT001,2025-04-22,C40,40,120.33,364.56,161.53,816.82,1039.2,6.27,0.9164,28007.68
PRD0000334,PLT001,2025-04-22,C25,25,88.8,259.48,181.36,791.66,1061.17,3.31,0.9439,16657.91
PRD0000335,PLT001,2025-04-23,C30,30,131.88,295.0,183.63,762.07,1062.3,4.87,0.9318,26556.29
PRD0000336,PLT001,2025-04-23,C40,40,120.34,366.72,152.34,777.82,971.75,3.51,0.9533,27756.79
PRD0000337,PLT001,2025-04-23,C35,35,98.04,324.62,164.03,795.28,1017.36,4.75,0.9513,21037.03
PRD0000338,PLT001,2025-04-24,C30,30,128.2,297.65,167.57,726.73,969.96,5.49,0.8889,26088.21
PRD0000339,PLT001,2025-04-24,C40,40,95.06,360.89,157.27,759.81,1047.91,3.57,0.968,21847.59
PRD0000340,PLT001,2025-04-25,C40,40,114.65,360.1,159.83,746.2,1015.35,6.12,0.9613,26393.48
PRD0000341,PLT001,2025-04-25,C30,30,88.3,298.02,174.14,758.61,1020.16,5.87,0.9523,17692.61
PRD0000342,PLT001,2025-04-25,C35,35,124.61,324.26,173.79,745.37,1037.66,4.39,0.8761,27236.76
PRD0000343,PLT001,2025-04-25,C35,35,146.09,318.61,173.15,747.16,1028.74,7.37,0.873,31953.99
PRD0000344,PLT001,2025-04-27,C35,35,115.9,325.8,166.61,736.24,1014.6,5.04,0.8747,25340.33
PRD0000345,PLT001,2025-04-27,C40,40,78.57,364.88,157.38,749.44,1023.56,4.02,0.9005,18358.64
PRD0000346,PLT001,2025-04-27,C25,25,141.59,269.39,182.03,748.39,1034.56,4.21,0.9228,26700.04
PRD0000347,PLT001,2025-04-27,C35,35,70.98,325.86,162.06,771.35,1056.99,4.23,0.9448,15256.29
PRD0000348,PLT001,2025-04-27,C40,40,71.36,358.81,159.75,754.01,1058.61,2.21,0.8652,16817.72
PRD0000349,PLT001,2025-04-28,C30,30,140.78,294.83,178.43,783.86,1034.86,4.67,0.9238,28405.91
PRD0000350,PLT001,2025-04-28,C40,40,85.54,367.4,148.55,780.88,1055.58,4.75,0.9038,19970.85
PRD0000351,PLT001,2025-04-29,C25,25,107.51,259.15,180.27,758.73,1041.2,4.41,0.8701,20534.57
PRD0000352,PLT001,2025-04-29,C25,25,113.56,249.59,180.72,785.98,987.42,4.71,0.9551,21244.59
PRD0000353,PLT001,2025-04-29,C30,30,97.12,292.41,170.32,750.73,992.86,4.3,0.9744,19352.95
PRD0000354,PLT001,2025-04-30,C40,40,148.0,363.59,169.83,748.44,1019.23,4.02,0.8769,34782.84
PRD0000355,PLT001,2025-04-30,C25,25,91.24,266.96,184.18,776.19,995.05,2.37,0.9457,17107.74
PRD0000356,PLT001,2025-05-01,C40,40,106.33,365.68,164.32,778.74,1031.74,4.03,0.8533,25132.38
PRD0000357,PLT001,2025-05-01,C25,25,83.65,255.83,173.53,775.97,1029.95,5.4,0.9405,15705.94
PRD0000358,PLT001,2025-05-01,C40,40,129.56,369.95,163.08,746.45,999.18,2.31,0.9713,29751.5
PRD0000359,PLT001,2025-05-02,C25,25,122.69,263.34,178.14,753.89,1015.09,3.99,0.98,22810.69
PRD0000360,PLT001,2025-05-02,C40,40,120.24,371.4,161.54,734.73,1065.14,3.71,0.9275,27911.57
PRD0000361,PLT001,2025-05-02,C25,25,110.24,259.35,176.86,758.59,1002.7,3.96,0.9618,20588.8
PRD0000362,PLT001,2025-05-02,C40,40,98.64,368.44,157.43,787.51,1040.27,5.17,0.901,23046.96
PRD0000363,PLT001,2025-05-03,C25,25,129.23,248.51,181.11,735.45,994.33,4.63,0.9704,24085.14
PRD0000364,PLT001,2025-05-03,C30,30,97.46,300.04,172.86,744.14,1009.07,4.0,0.8913,19822.4
PRD0000365,PLT001,2025-05-03,C25,25,77.83,261.79,182.7,779.5,1042.59,5.51,0.8561,14915.85
PRD0000366,PLT001,2025-05-03,C30,30,110.2,314.96,171.34,757.09,1075.26,6.81,0.8517,22628.67
PRD0000367,PLT001,2025-05-03,C25,25,131.57,263.33,180.92,784.26,990.13,5.09,0.9062,24911.92
PRD0000368,PLT001,2025-05-04,C30,30,106.31,293.73,172.73,787.4,1037.41,5.38,0.8867,21644.74
PRD0000369,PLT001,2025-05-04,C35,35,127.3,331.46,164.71,784.4,1015.35,6.22,0.9579,27270.89
PRD0000370,PLT001,2025-05-04,C35,35,144.66,321.19,170.53,758.47,1023.78,4.09,0.8789,31596.34
PRD0000371,PLT001,2025-05-05,C35,35,177.31,330.39,170.29,732.85,982.28,5.11,0.9635,37932.42
PRD0000372,PLT001,2025-05-05,C40,40,95.09,357.07,157.85,733.16,963.15,4.64,0.8315,22594.93
PRD0000373,PLT001,2025-05-05,C30,30,91.71,306.84,174.99,769.91,1029.17,5.57,0.9363,18447.95
PRD0000374,PLT001,2025-05-06,C25,25,121.25,262.53,179.62,763.54,1008.08,4.1,0.8814,23097.05
PRD0000375,PLT001,2025-05-06,C30,30,95.96,300.47,171.55,743.42,1000.13,3.05,0.9443,19264.65
PRD0000376,PLT001,2025-05-06,C25,25,127.79,257.55,180.16,745.99,977.8,5.73,0.8912,24283.81
PRD0000377,PLT001,2025-05-06,C30,30,110.44,299.99,166.06,730.02,1036.32,3.92,0.9761,21998.06
PRD0000378,PLT001,2025-05-06,C40,40,117.86,370.47,157.11,808.61,1067.28,6.7,0.8743,27716.96
PRD0000379,PLT001,2025-05-07,C25,25,82.0,261.66,174.6,743.89,999.71,5.58,0.938,15404.11
PRD0000380,PLT001,2025-05-07,C40,40,93.59,348.56,152.93,781.74,1055.35,5.77,0.8836,21958.57
PRD0000381,PLT001,2025-05-07,C35,35,141.28,330.15,166.83,749.97,997.48,6.47,0.9543,30292.8
PRD0000382,PLT001,2025-05-07,C30,30,115.0,292.98,178.02,800.0,1032.67,5.37,0.9509,23048.88
PRD0000383,PLT001,2025-05-07,C40,40,103.52,365.68,160.74,697.1,956.15,3.28,0.9286,24023.79
PRD0000384,PLT001,2025-05-08,C40,40,82.08,355.4,165.64,759.31,1029.13,3.62,0.911,19130.68
PRD0000385,PLT001,2025-05-08,C25,25,154.69,256.5,180.48,759.19,1050.84,4.44,0.9089,29269.4
PRD0000386,PLT001,2025-05-08,C35,35,117.0,329.46,174.18,740.39,1016.25,3.77,0.98,24927.16
PRD0000387,PLT001,2025-05-08,C40,40,115.7,366.33,165.53,726.97,1006.59,4.75,0.9655,26608.05
PRD0000388,PLT001,2025-05-08,C35,35,124.1,325.4,163.16,800.69,1018.23,7.37,0.893,27012.04
PRD0000389,PLT001,2025-05-09,C35,35,128.03,320.71,166.94,751.65,1057.47,5.33,0.9788,27285.66
PRD0000390,PLT001,2025-05-09,C35,35,66.58,327.88,166.32,786.51,1011.89,5.39,0.98,14185.32
PRD0000391,PLT001,2025-05-10,C35,35,97.53,322.65,174.0,744.23,1051.72,4.95,0.8384,21512.02
PRD0000392,PLT001,2025-05-10,C30,30,118.84,291.85,171.64,740.95,1014.89,4.52,0.9358,23908.76
PRD0000393,PLT001,2025-05-10,C35,35,107.8,332.92,168.56,774.3,983.11,4.93,0.9482,23150.3
PRD0000394,PLT001,2025-05-11,C30,30,108.42,301.21,173.51,791.49,1016.43,3.43,0.8928,22041.83
PRD0000395,PLT001,2025-05-11,C35,35,120.68,324.39,164.39,773.07,1046.67,6.21,0.9449,25936.15
PRD0000396,PLT001,2025-05-11,C30,30,100.07,298.11,179.71,731.54,1006.75,3.93,0.8865,20376.99
PRD0000397,PLT001,2025-05-11,C25,25,114.38,261.54,181.74,821.8,1025.12,4.15,0.9101,21636.25
PRD0000398,PLT001,2025-05-11,C30,30,91.4,307.61,171.57,781.48,1026.23,2.61,0.937,18382.94
PRD0000399,PLT001,2025-05-12,C30,30,72.04,301.38,172.91,728.53,1051.44,3.94,0.8712,14723.7
PRD0000400,PLT001,2025-05-12,C25,25,99.64,265.82,184.95,778.48,985.15,3.41,0.9154,18823.66
PRD0000401,PLT001,2025-05-12,C25,25,130.62,256.06,188.05,740.4,1074.79,3.14,0.9565,24427.94
PRD0000402,PLT001,2025-05-12,C35,35,123.01,329.58,168.18,734.6,1004.33,5.44,0.9468,26424.48
PRD0000403,PLT001,2025-05-12,C35,35,112.9,339.7,171.12,727.66,995.61,4.78,0.9525,24218.68
PRD0000404,PLT001,2025-05-13,C25,25,126.47,262.0,180.74,743.33,1015.4,3.51,0.8663,24179.77
PRD0000405,PLT001,2025-05-13,C25,25,125.13,262.48,177.1,773.65,1027.28,5.17,0.9085,23678.24
PRD0000406,PLT001,2025-05-13,C35,35,124.71,323.25,173.06,743.26,1021.55,3.75,0.8916,27154.14
PRD0000407,PLT001,2025-05-13,C35,35,133.45,328.63,169.02,773.44,1079.17,4.27,0.98,28431.81
PRD0000408,PLT001,2025-05-13,C25,25,118.19,261.62,176.36,780.89,1016.58,6.63,0.9184,22311.58
PRD0000409,PLT001,2025-05-14,C30,30,107.05,291.26,172.21,744.79,996.71,7.71,0.9008,21721.96
PRD0000410,PLT001,2025-05-14,C25,25,108.87,262.04,176.5,773.67,1036.64,5.31,0.8874,20706.91
PRD0000411,PLT001,2025-05-14,C35,35,89.81,330.24,171.11,730.29,1051.93,5.33,0.9442,19305.49
PRD0000412,PLT001,2025-05-15,C25,25,128.99,251.01,177.15,764.43,1038.81,4.96,0.8755,24605.77
PRD0000413,PLT001,2025-05-15,C40,40,122.43,362.86,154.55,777.25,978.96,3.32,0.8847,28718.33
PRD0000414,PLT001,2025-05-15,C25,25,91.92,252.19,179.17,762.16,984.58,4.36,0.947,17230.24
PRD0000415,PLT001,2025-05-15,C25,25,132.54,266.63,181.72,749.54,1002.79,5.9,0.8993,25138.17
PRD0000416,PLT001,2025-05-15,C35,35,120.55,329.63,170.82,768.01,1050.63,3.84,0.9114,26123.1
PRD0000417,PLT001,2025-05-16,C25,25,132.37,266.01,185.71,771.66,980.49,5.95,0.98,24611.54
PRD0000418,PLT001,2025-05-16,C25,25,111.88,254.51,179.75,718.46,964.68,4.81,0.8893,21270.36
PRD0000419,PLT001,2025-05-16,C40,40,81.44,358.55,163.48,775.39,976.42,3.96,0.9628,18741.67
PRD0000420,PLT001,2025-05-16,C40,40,99.34,358.09,164.45,773.64,1052.92,5.39,0.9418,22978.01
PRD0000421,PLT001,2025-05-18,C25,25,120.67,261.12,184.6,768.42,994.69,2.88,0.9405,22656.35
PRD0000422,PLT001,2025-05-18,C40,40,79.09,374.87,156.49,784.15,1008.89,4.91,0.8873,18539.56
PRD0000423,PLT001,2025-05-18,C35,35,102.58,327.06,169.58,762.69,987.23,4.9,0.9664,21928.8
PRD0000424,PLT001,2025-05-19,C25,25,109.14,258.94,178.49,752.17,995.45,5.8,0.8986,20703.51
PRD0000425,PLT001,2025-05-19,C35,35,85.1,340.46,171.07,784.03,956.7,3.58,0.896,18509.42
PRD0000426,PLT001,2025-05-20,C25,25,138.7,257.56,175.89,741.49,1050.27,2.87,0.9476,25995.74
PRD0000427,PLT001,2025-05-20,C35,35,105.22,333.72,169.77,766.93,1005.16,5.16,0.8896,22922.95
PRD0000428,PLT001,2025-05-21,C35,35,100.29,335.86,180.35,763.79,1036.51,6.97,0.9429,21565.01
PRD0000429,PLT001,2025-05-21,C30,30,120.66,303.89,174.3,777.6,989.73,3.97,0.8923,24534.47
PRD0000430,PLT001,2025-05-21,C40,40,113.04,371.81,163.1,787.19,1045.89,4.31,0.8866,26504.32
PRD0000431,PLT001,2025-05-22,C25,25,103.11,263.51,180.26,764.14,1043.36,5.59,0.9199,19457.27
PRD0000432,PLT001,2025-05-22,C40,40,104.25,365.34,158.87,760.47,1018.96,2.24,0.8961,24386.98
PRD0000433,PLT001,2025-05-22,C40,40,104.57,369.58,166.75,772.2,987.63,2.55,0.8978,24451.01
PRD0000434,PLT001,2025-05-22,C30,30,77.7,294.5,175.26,754.19,1027.7,4.71,0.9289,15657.79
PRD0000435,PLT001,2025-05-23,C35,35,128.16,326.85,163.92,739.86,1009.65,1.5,0.8882,27930.03
PRD0000436,PLT001,2025-05-23,C40,40,113.64,367.91,154.87,758.6,952.22,4.76,0.8775,26704.17
PRD0000437,PLT001,2025-05-23,C25,25,103.77,251.14,177.66,767.58,1023.74,4.19,0.8562,19887.53
PRD0000438,PLT001,2025-05-23,C40,40,109.82,363.33,160.9,744.79,1038.76,4.16,0.8762,25813.25
PRD0000439,PLT001,2025-05-23,C25,25,151.32,257.0,173.8,743.28,1017.8,5.01,0.9092,28630.63
PRD0000440,PLT001,2025-05-24,C30,30,72.01,294.58,173.96,740.11,988.59,5.2,0.931,14504.73
PRD0000441,PLT001,2025-05-24,C30,30,69.12,306.31,168.94,747.64,1031.97,5.49,0.885,14078.8
PRD0000442,PLT001,2025-05-24,C40,40,125.61,352.87,160.52,801.78,1034.8,4.45,0.8332,29834.16
PRD0000443,PLT001,2025-05-24,C35,35,102.12,330.82,172.91,732.35,1021.97,4.64,0.9431,21958.21
PRD0000444,PLT001,2025-05-24,C30,30,107.46,302.28,177.1,786.61,990.65,7.88,0.9231,21686.48
PRD0000445,PLT001,2025-05-25,C35,35,74.69,333.16,165.39,795.09,1009.77,4.63,0.8652,16367.52
PRD0000446,PLT001,2025-05-25,C35,35,112.2,330.38,166.51,752.9,1077.75,6.88,0.9116,24312.72
PRD0000447,PLT001,2025-05-26,C25,25,102.76,250.51,182.82,749.47,1049.36,3.85,0.9087,19445.33
PRD0000448,PLT001,2025-05-26,C35,35,125.87,328.63,171.09,796.54,994.62,4.78,0.877,27504.39
PRD0000449,PLT001,2025-05-26,C35,35,112.24,342.38,173.45,724.68,980.55,2.84,0.9272,24227.95
PRD0000450,PLT001,2025-05-26,C25,25,141.26,263.3,174.76,783.41,973.64,4.14,0.9483,26471.28
PRD0000451,PLT001,2025-05-27,C35,35,62.97,335.34,171.9,754.43,1054.14,4.52,0.8925,13709.37
PRD0000452,PLT001,2025-05-27,C40,40,138.82,365.54,159.05,781.86,1052.44,5.38,0.9193,32289.77
PRD0000453,PLT001,2025-05-27,C25,25,88.98,266.02,184.32,752.95,1027.24,6.23,0.9085,16838.3
PRD0000454,PLT001,2025-05-27,C30,30,104.91,292.86,175.65,774.87,1012.69,6.09,0.9323,21123.62
PRD0000455,PLT001,2025-05-27,C25,25,106.01,251.64,177.5,771.19,1036.38,3.26,0.9279,19966.03
PRD0000456,PLT001,2025-05-28,C30,30,117.85,303.94,172.09,752.39,1033.39,4.43,0.9104,23856.48
PRD0000457,PLT001,2025-05-28,C40,40,110.89,367.31,154.71,752.19,972.43,3.4,0.9649,25504.26
PRD0000458,PLT001,2025-05-28,C35,35,107.53,332.83,162.66,799.03,1014.4,6.07,0.9223,23239.6
PRD0000459,PLT001,2025-05-29,C35,35,102.63,329.08,169.62,781.58,995.57,4.71,0.9223,22180.41
PRD0000460,PLT001,2025-05-29,C35,35,104.14,333.41,165.03,743.77,1068.16,5.76,0.8834,22721.25
PRD0000461,PLT001,2025-05-29,C30,30,132.74,302.46,177.32,717.4,1047.81,4.2,0.9026,26923.3
PRD0000462,PLT001,2025-05-29,C25,25,91.82,268.29,186.71,777.94,1023.4,2.99,0.9041,17394.24
PRD0000463,PLT001,2025-05-30,C30,30,83.81,302.18,174.71,772.27,1045.53,5.37,0.9375,16854.27
PRD0000464,PLT001,2025-05-30,C35,35,68.25,333.87,176.22,768.49,1025.58,5.17,0.8632,14962.89
PRD0000465,PLT001,2025-05-30,C25,25,111.73,261.22,176.8,758.46,1029.27,6.94,0.8742,21319.48
PRD0000466,PLT001,2025-05-30,C40,40,108.91,379.96,158.29,793.68,1074.03,5.04,0.8968,25471.78
PRD0000467,PLT001,2025-05-30,C40,40,97.44,356.66,165.83,715.63,1061.88,5.66,0.98,22326.26
PRD0000468,PLT001,2025-05-31,C25,25,73.75,255.41,177.68,796.7,1043.6,4.45,0.9326,13873.51
PRD0000469,PLT001,2025-05-31,C30,30,69.24,298.41,176.31,781.54,1055.75,3.66,0.9222,13976.21
PRD0000470,PLT001,2025-05-31,C25,25,96.19,260.28,176.3,737.91,1051.56,4.42,0.98,17884.74
PRD0000471,PLT001,2025-05-31,C40,40,123.88,363.97,154.84,778.17,1055.72,3.72,0.9055,28911.03
PRD0000472,PLT001,2025-06-01,C35,35,115.22,326.12,166.9,726.35,973.32,6.5,0.9068,24995.86
